InvoiceNo,StockCode,Quantity,UnitPrice,Country,id_data
537065,21121,24,1.25,France,7903
537065,21439,12,1.25,France,7904
537065,47566,5,4.65,France,7905
537065,22727,4,3.75,France,7906
537065,22726,4,3.75,France,7907
537065,22728,4,3.75,France,7908
537065,22729,4,3.75,France,7909
537065,22243,12,1.65,France,7910
537065,22467,6,2.55,France,7911
537065,22318,6,2.95,France,7912
537065,21195,6,2.1,France,7913
537065,20725,10,1.65,France,7914
537065,20726,20,1.65,France,7915
537065,20728,10,1.65,France,7916
537065,21559,6,2.55,France,7917
537065,22326,6,2.95,France,7918
537065,22352,6,2.55,France,7919
537065,21555,6,2.55,France,7920
537065,21533,3,4.95,France,7921
537065,21539,3,4.95,France,7922
537065,22423,2,12.75,France,7923
537065,84997A,6,3.75,France,7924
537065,84997B,6,3.75,France,7925
537065,84997C,6,3.75,France,7926
537065,84279P,4,3.75,France,7927
537065,22634,2,9.95,France,7928
537065,22635,2,9.95,France,7929
537065,22636,2,8.5,France,7930
537065,22180,4,9.95,France,7931
537065,21980,24,0.29,France,7932
537065,21981,24,0.29,France,7933
537065,21982,24,0.29,France,7934
537065,22614,24,0.29,France,7935
537065,22615,24,0.29,France,7936
537065,84870B,4,3.75,France,7937
537065,84870C,4,3.75,France,7938
537065,22554,12,1.65,France,7939
537065,22551,12,1.65,France,7940
537065,16238,28,0.21,France,7941
537065,85227,12,0.85,France,7942
537065,22632,12,2.1,France,7943
537065,21829,36,0.21,France,7944
537065,21556,6,2.55,France,7945
537065,22644,12,1.45,France,7946
537065,22390,6,2.55,France,7947
537065,22483,6,2.95,France,7948
537065,21054,6,8.95,France,7949
537065,21055,6,8.95,France,7950
537065,21892,12,1.25,France,7951
537065,22619,4,3.75,France,7952
537065,84963A,4,42.95,France,7953
537065,POST,9,18.0,France,7954
537067,22654,1,5.95,United Kingdom,7955
537067,85124C,2,2.55,United Kingdom,7956
537067,20828,2,2.55,United Kingdom,7957
537067,72349B,1,2.1,United Kingdom,7958
537067,17091J,1,1.25,United Kingdom,7959
537067,21955,1,7.95,United Kingdom,7960
537077,72232,24,0.19,United Kingdom,7961
537077,85135C,1,7.95,United Kingdom,7962
537077,22952,24,0.55,United Kingdom,7963
537077,22186,1,2.95,United Kingdom,7964
537077,22107,2,3.75,United Kingdom,7965
537077,22109,3,3.75,United Kingdom,7966
537077,21730,2,4.95,United Kingdom,7967
537077,22795,2,6.75,United Kingdom,7968
537077,84992,12,0.55,United Kingdom,7969
537077,84991,3,0.55,United Kingdom,7970
537077,21977,6,0.55,United Kingdom,7971
537077,22951,6,0.55,United Kingdom,7972
537077,22417,6,0.55,United Kingdom,7973
537077,21975,3,0.55,United Kingdom,7974
537077,21976,4,0.55,United Kingdom,7975
537077,21494,12,1.25,United Kingdom,7976
537077,M,12,0.42,United Kingdom,7977
537077,72598,4,0.85,United Kingdom,7978
537077,22636,3,8.5,United Kingdom,7979
537077,84993B,12,0.42,United Kingdom,7980
537077,21355,2,1.25,United Kingdom,7981
537077,21354,3,1.25,United Kingdom,7982
537077,21358,2,1.25,United Kingdom,7983
537077,22469,4,1.65,United Kingdom,7984
537077,22696,6,1.95,United Kingdom,7985
537077,22695,4,1.45,United Kingdom,7986
537081,22409,12,1.25,Lithuania,7987
537081,21915,36,1.25,Lithuania,7988
537081,15056BL,12,5.95,Lithuania,7989
537081,15056N,12,5.95,Lithuania,7990
537081,20679,12,5.95,Lithuania,7991
537081,20686,6,3.25,Lithuania,7992
537081,20682,6,3.25,Lithuania,7993
537081,20681,6,3.25,Lithuania,7994
537081,21429,8,1.65,Lithuania,7995
537081,21914,36,1.25,Lithuania,7996
537081,22273,12,2.95,Lithuania,7997
537081,22306,36,1.65,Lithuania,7998
537081,22307,36,1.65,Lithuania,7999
537081,22300,18,2.55,Lithuania,8000
537081,22301,18,2.55,Lithuania,8001
537081,22554,24,1.65,Lithuania,8002
537081,22553,12,1.65,Lithuania,8003
537081,22551,12,1.65,Lithuania,8004
537081,22568,24,3.39,Lithuania,8005
537081,20967,16,3.75,Lithuania,8006
537081,22569,16,3.75,Lithuania,8007
537081,22940,16,4.25,Lithuania,8008
537081,22750,16,3.75,Lithuania,8009
537081,22751,16,3.75,Lithuania,8010
537081,85114B,24,1.65,Lithuania,8011
537086,20967,20,3.75,Lithuania,8012
537086,22271,48,2.55,Lithuania,8013
537086,22569,8,3.75,Lithuania,8014
537086,22750,16,3.75,Lithuania,8015
537086,22751,12,3.75,Lithuania,8016
537086,21429,16,1.65,Lithuania,8017
537086,85206A,24,1.65,Lithuania,8018
537086,22021,24,1.65,Lithuania,8019
537090,21915,12,1.25,Lithuania,8020
537111,22974,6,1.65,United Kingdom,8021
537111,22972,6,1.65,United Kingdom,8022
537111,21929,5,1.95,United Kingdom,8023
537111,85099F,10,1.95,United Kingdom,8024
537111,22385,5,1.95,United Kingdom,8025
537111,22899,4,2.1,United Kingdom,8026
537111,21169,1,1.69,United Kingdom,8027
537111,22382,5,1.65,United Kingdom,8028
537111,22634,1,9.95,United Kingdom,8029
537111,22804,2,2.95,United Kingdom,8030
537111,22635,1,9.95,United Kingdom,8031
537111,20981,4,0.85,United Kingdom,8032
537111,22637,1,2.55,United Kingdom,8033
537111,21871,6,1.25,United Kingdom,8034
537111,82482,2,2.55,United Kingdom,8035
537111,22637,1,2.55,United Kingdom,8036
537111,22726,1,3.75,United Kingdom,8037
537111,22727,1,3.75,United Kingdom,8038
537111,22551,5,1.65,United Kingdom,8039
537111,22557,5,1.65,United Kingdom,8040
537111,85232B,3,4.95,United Kingdom,8041
537111,22630,4,1.95,United Kingdom,8042
537111,22629,5,1.95,United Kingdom,8043
537117,79321,48,4.25,United Kingdom,8044
537126,20956,1,1.25,United Kingdom,8045
537126,21125,1,1.25,United Kingdom,8046
537126,22077,1,1.65,United Kingdom,8047
537126,21121,1,1.25,United Kingdom,8048
537126,21207,2,1.65,United Kingdom,8049
537126,22653,1,1.95,United Kingdom,8050
537126,22501,2,9.95,United Kingdom,8051
537126,22147,2,1.45,United Kingdom,8052
537126,22865,4,2.1,United Kingdom,8053
537126,22866,4,2.1,United Kingdom,8054
537126,79000,12,0.85,United Kingdom,8055
537126,22911,1,2.95,United Kingdom,8056
537126,22753,3,0.85,United Kingdom,8057
537126,22755,1,0.85,United Kingdom,8058
537126,84380,1,1.25,United Kingdom,8059
537126,20754,3,2.1,United Kingdom,8060
537126,20751,2,2.1,United Kingdom,8061
537126,22422,2,0.65,United Kingdom,8062
537126,22569,1,3.75,United Kingdom,8063
537126,20969,1,3.75,United Kingdom,8064
537126,20967,1,3.75,United Kingdom,8065
537126,21329,1,1.65,United Kingdom,8066
537126,21328,1,1.65,United Kingdom,8067
537126,85123A,1,2.95,United Kingdom,8068
537126,22910,4,2.95,United Kingdom,8069
537126,22847,1,16.95,United Kingdom,8070
537126,22086,4,2.95,United Kingdom,8071
537126,35965,1,2.95,United Kingdom,8072
537126,72816,4,1.25,United Kingdom,8073
537126,84006,3,0.85,United Kingdom,8074
537126,22440,1,0.42,United Kingdom,8075
537126,21327,1,1.65,United Kingdom,8076
537126,21733,4,2.95,United Kingdom,8077
537126,22925,1,5.95,United Kingdom,8078
537126,21239,1,0.85,United Kingdom,8079
537126,21238,1,0.85,United Kingdom,8080
537126,21240,1,0.85,United Kingdom,8081
537126,22748,1,2.1,United Kingdom,8082
537126,22332,2,1.65,United Kingdom,8083
537126,20914,1,2.95,United Kingdom,8084
537126,20684,1,3.25,United Kingdom,8085
537126,22141,1,2.1,United Kingdom,8086
537126,20975,1,0.65,United Kingdom,8087
537126,20973,1,0.65,United Kingdom,8088
537126,10135,1,1.25,United Kingdom,8089
537126,10133,1,0.85,United Kingdom,8090
537126,20992,3,0.85,United Kingdom,8091
537126,21212,1,0.55,United Kingdom,8092
537126,84536A,1,0.42,United Kingdom,8093
537126,84536B,1,0.42,United Kingdom,8094
537126,22470,5,2.95,United Kingdom,8095
537126,22916,2,0.65,United Kingdom,8096
537126,22920,2,0.65,United Kingdom,8097
537126,22921,2,0.65,United Kingdom,8098
537126,22917,2,0.65,United Kingdom,8099
537126,22918,2,0.65,United Kingdom,8100
537126,22919,2,0.65,United Kingdom,8101
537126,22694,7,2.1,United Kingdom,8102
537126,21098,4,1.25,United Kingdom,8103
537126,21242,1,1.69,United Kingdom,8104
537126,21243,1,1.69,United Kingdom,8105
537126,21244,1,1.69,United Kingdom,8106
537126,21245,1,1.69,United Kingdom,8107
537126,21987,5,0.65,United Kingdom,8108
537126,84596E,1,1.25,United Kingdom,8109
537126,84596G,1,1.25,United Kingdom,8110
537126,20676,1,1.25,United Kingdom,8111
537126,20675,1,1.25,United Kingdom,8112
537126,20674,1,1.25,United Kingdom,8113
537126,20677,1,1.25,United Kingdom,8114
537126,22951,3,0.55,United Kingdom,8115
537126,21213,1,0.55,United Kingdom,8116
537126,84992,4,0.55,United Kingdom,8117
537126,21212,2,0.55,United Kingdom,8118
537126,21218,1,3.75,United Kingdom,8119
537126,21988,5,0.85,United Kingdom,8120
537126,20974,1,0.65,United Kingdom,8121
537126,21989,2,0.85,United Kingdom,8122
537126,21154,5,1.25,United Kingdom,8123
537126,21035,3,2.95,United Kingdom,8124
537126,21110,2,6.75,United Kingdom,8125
537126,22666,1,2.95,United Kingdom,8126
537126,22667,2,2.95,United Kingdom,8127
537126,22474,1,4.95,United Kingdom,8128
537126,21216,1,4.95,United Kingdom,8129
537126,22208,2,1.65,United Kingdom,8130
537126,22210,1,1.65,United Kingdom,8131
537126,21486,2,3.75,United Kingdom,8132
537126,21479,1,3.75,United Kingdom,8133
537126,84029G,1,3.75,United Kingdom,8134
537126,21623,1,9.95,United Kingdom,8135
537126,22505,1,4.95,United Kingdom,8136
537126,22386,1,1.95,United Kingdom,8137
537126,21931,3,1.95,United Kingdom,8138
537126,85099B,1,1.95,United Kingdom,8139
537126,22356,1,0.85,United Kingdom,8140
537126,20724,3,0.85,United Kingdom,8141
537126,22539,1,0.42,United Kingdom,8142
537126,22543,1,0.42,United Kingdom,8143
537126,22437,1,0.85,United Kingdom,8144
537126,22466,1,1.95,United Kingdom,8145
537126,79302M,1,2.95,United Kingdom,8146
537126,21888,1,3.75,United Kingdom,8147
537126,22457,2,2.95,United Kingdom,8148
537126,85135B,1,7.95,United Kingdom,8149
537126,85136C,1,7.95,United Kingdom,8150
537126,22061,2,9.95,United Kingdom,8151
537126,22635,2,9.95,United Kingdom,8152
537126,22618,1,9.95,United Kingdom,8153
537126,22331,1,1.65,United Kingdom,8154
537126,22064,1,1.65,United Kingdom,8155
537126,22569,1,3.75,United Kingdom,8156
537126,22906,1,1.65,United Kingdom,8157
537126,22750,1,3.75,United Kingdom,8158
537126,22751,1,3.75,United Kingdom,8159
537126,22274,1,2.95,United Kingdom,8160
537126,84898F,1,2.1,United Kingdom,8161
537126,22634,1,9.95,United Kingdom,8162
537127,85123A,128,2.55,United Kingdom,8163
537127,21733,32,2.55,United Kingdom,8164
537128,22890,1,9.95,United Kingdom,8165
537128,22468,4,6.75,United Kingdom,8166
537128,84898F,1,2.1,United Kingdom,8167
537128,22190,1,2.1,United Kingdom,8168
537128,22956,2,2.1,United Kingdom,8169
537128,22314,1,2.95,United Kingdom,8170
537128,21949,3,1.25,United Kingdom,8171
537128,84375,1,2.1,United Kingdom,8172
537128,79321,4,4.95,United Kingdom,8173
537128,21445,4,1.25,United Kingdom,8174
537128,22573,20,0.85,United Kingdom,8175
537128,22572,5,0.85,United Kingdom,8176
537128,85199S,12,0.42,United Kingdom,8177
537128,21447,4,1.25,United Kingdom,8178
537128,22666,1,2.95,United Kingdom,8179
537128,22569,1,3.75,United Kingdom,8180
537128,22593,36,0.85,United Kingdom,8181
537128,77101A,4,1.25,United Kingdom,8182
537128,22945,12,0.85,United Kingdom,8183
537128,72741,9,1.45,United Kingdom,8184
537128,22086,5,2.95,United Kingdom,8185
537128,22499,2,5.95,United Kingdom,8186
537128,47566,2,4.65,United Kingdom,8187
537129,22242,12,1.65,United Kingdom,8188
537129,22147,12,1.45,United Kingdom,8189
537129,84358,1,9.95,United Kingdom,8190
537129,20967,4,3.75,United Kingdom,8191
537129,20970,4,3.75,United Kingdom,8192
537129,22492,36,0.65,United Kingdom,8193
537129,84077,48,0.29,United Kingdom,8194
537129,22835,4,4.65,United Kingdom,8195
537129,10135,10,1.25,United Kingdom,8196
537129,21892,24,1.25,United Kingdom,8197
537129,21914,12,1.25,United Kingdom,8198
537129,21915,24,1.25,United Kingdom,8199
537129,22548,12,1.25,United Kingdom,8200
537129,22620,12,1.25,United Kingdom,8201
537129,22561,12,1.65,United Kingdom,8202
537129,21485,3,4.95,United Kingdom,8203
537129,48185,2,7.95,United Kingdom,8204
537130,22835,2,4.65,United Kingdom,8205
537130,22795,1,6.75,United Kingdom,8206
537130,84378,2,1.25,United Kingdom,8207
537130,22727,1,3.75,United Kingdom,8208
537130,22960,1,4.25,United Kingdom,8209
537130,22829,1,9.95,United Kingdom,8210
537130,21479,2,3.75,United Kingdom,8211
537130,21591,2,1.25,United Kingdom,8212
537130,21174,1,1.95,United Kingdom,8213
537130,21181,1,2.1,United Kingdom,8214
537130,22630,1,1.95,United Kingdom,8215
537130,22913,1,4.95,United Kingdom,8216
537130,22224,2,2.95,United Kingdom,8217
537130,22926,2,5.95,United Kingdom,8218
537130,21539,1,4.95,United Kingdom,8219
537130,21216,1,4.95,United Kingdom,8220
537130,22784,4,4.95,United Kingdom,8221
537130,22427,1,5.95,United Kingdom,8222
537130,21218,1,3.75,United Kingdom,8223
537131,22810,6,2.95,United Kingdom,8224
537131,22121,2,5.95,United Kingdom,8225
537131,21326,12,0.65,United Kingdom,8226
537131,22809,6,2.95,United Kingdom,8227
537131,22572,96,0.72,United Kingdom,8228
537131,22576,48,0.85,United Kingdom,8229
537131,22086,2,2.95,United Kingdom,8230
537131,22910,1,2.95,United Kingdom,8231
537131,22365,1,7.95,United Kingdom,8232
537131,22904,3,2.95,United Kingdom,8233
537131,22121,1,5.95,United Kingdom,8234
537131,22470,5,2.95,United Kingdom,8235
537131,22739,10,1.65,United Kingdom,8236
537131,22696,4,1.95,United Kingdom,8237
537131,22155,2,0.42,United Kingdom,8238
537131,22604,1,2.55,United Kingdom,8239
537131,22638,1,2.55,United Kingdom,8240
537131,22639,3,2.55,United Kingdom,8241
537131,22585,6,1.25,United Kingdom,8242
537131,22574,96,0.85,United Kingdom,8243
537131,21294,48,1.25,United Kingdom,8244
537131,85049A,6,1.25,United Kingdom,8245
537131,84029G,3,3.75,United Kingdom,8246
537131,22835,2,4.65,United Kingdom,8247
537131,22114,2,3.95,United Kingdom,8248
537131,22082,5,1.65,United Kingdom,8249
537131,85049E,3,1.25,United Kingdom,8250
537131,84879,16,1.69,United Kingdom,8251
537131,22810,6,2.95,United Kingdom,8252
537131,22766,4,2.95,United Kingdom,8253
537131,22173,2,2.95,United Kingdom,8254
537131,22155,10,0.42,United Kingdom,8255
537131,22158,1,2.95,United Kingdom,8256
537131,20878,3,1.25,United Kingdom,8257
537131,22429,1,4.25,United Kingdom,8258
537131,85038,3,2.1,United Kingdom,8259
537131,84836,12,1.25,United Kingdom,8260
537131,21034,2,0.95,United Kingdom,8261
537133,21468,1,3.75,United Kingdom,8262
537133,21466,1,3.75,United Kingdom,8263
537133,22197,2,0.85,United Kingdom,8264
537133,21558,2,2.55,United Kingdom,8265
537133,22632,1,2.1,United Kingdom,8266
537133,22150,1,1.95,United Kingdom,8267
537133,22149,1,2.1,United Kingdom,8268
537133,22147,1,1.45,United Kingdom,8269
537133,22558,2,1.49,United Kingdom,8270
537133,21591,2,1.25,United Kingdom,8271
537133,84378,2,1.25,United Kingdom,8272
537133,20914,1,2.95,United Kingdom,8273
537133,22315,1,1.25,United Kingdom,8274
537133,21563,2,2.95,United Kingdom,8275
537133,22480,1,1.25,United Kingdom,8276
537133,47591D,1,1.95,United Kingdom,8277
537133,22367,1,1.95,United Kingdom,8278
537133,47567B,1,5.95,United Kingdom,8279
537133,21210,1,1.45,United Kingdom,8280
537133,21625,1,6.95,United Kingdom,8281
537133,22123,1,5.95,United Kingdom,8282
537133,22271,1,2.95,United Kingdom,8283
537133,22899,2,2.1,United Kingdom,8284
537133,22897,1,1.45,United Kingdom,8285
537133,47559B,1,1.25,United Kingdom,8286
537133,21154,1,1.25,United Kingdom,8287
537133,22939,2,4.95,United Kingdom,8288
537133,22896,1,2.55,United Kingdom,8289
537133,21836,1,3.75,United Kingdom,8290
537133,21042,1,5.95,United Kingdom,8291
537133,21155,2,2.1,United Kingdom,8292
537133,21154,1,1.25,United Kingdom,8293
537133,84029E,1,3.75,United Kingdom,8294
537133,21481,1,2.95,United Kingdom,8295
537133,84032B,1,2.95,United Kingdom,8296
537133,22940,1,4.25,United Kingdom,8297
537133,22274,1,2.95,United Kingdom,8298
537133,22272,1,2.95,United Kingdom,8299
537133,22273,1,2.95,United Kingdom,8300
537133,21156,1,1.95,United Kingdom,8301
537133,21035,2,2.95,United Kingdom,8302
537133,21080,3,0.85,United Kingdom,8303
537133,84032A,1,2.95,United Kingdom,8304
537133,22114,1,3.95,United Kingdom,8305
537133,22110,1,2.55,United Kingdom,8306
537133,21485,1,4.95,United Kingdom,8307
537133,22112,2,4.95,United Kingdom,8308
537133,22111,1,4.95,United Kingdom,8309
537133,21479,4,3.75,United Kingdom,8310
537133,21625,1,6.95,United Kingdom,8311
537133,84029G,1,3.75,United Kingdom,8312
537133,21042,1,5.95,United Kingdom,8313
537133,22480,1,1.25,United Kingdom,8314
537133,22114,1,3.95,United Kingdom,8315
537133,21034,3,0.95,United Kingdom,8316
C537132,22788,-2,8.5,United Kingdom,8317
C537132,22184,-1,8.5,United Kingdom,8318
C537132,71279,-2,2.95,United Kingdom,8319
C537132,22761,-2,21.95,United Kingdom,8320
C537132,22769,-8,21.95,United Kingdom,8321
C537132,22762,-3,12.75,United Kingdom,8322
537134,22111,12,4.95,United Kingdom,8323
537134,21802,36,0.42,United Kingdom,8324
537134,21807,36,0.42,United Kingdom,8325
537134,21481,6,2.95,United Kingdom,8326
537134,22271,2,2.95,United Kingdom,8327
537134,22273,2,2.95,United Kingdom,8328
537134,22272,2,2.95,United Kingdom,8329
537134,21034,1,0.95,United Kingdom,8330
537134,22570,10,3.75,United Kingdom,8331
537135,22144,3,2.1,United Kingdom,8332
537135,22423,1,12.75,United Kingdom,8333
537135,22560,6,1.25,United Kingdom,8334
537135,22818,12,0.42,United Kingdom,8335
537135,22652,2,1.65,United Kingdom,8336
537135,84991,1,0.55,United Kingdom,8337
537135,21213,1,0.55,United Kingdom,8338
537135,22951,1,0.55,United Kingdom,8339
537135,21977,1,0.55,United Kingdom,8340
537135,85227,2,0.85,United Kingdom,8341
537135,85049B,2,1.25,United Kingdom,8342
537135,85049G,1,1.25,United Kingdom,8343
537135,85049E,3,1.25,United Kingdom,8344
537135,85049A,2,1.25,United Kingdom,8345
537135,84032A,3,2.95,United Kingdom,8346
537135,22158,8,2.95,United Kingdom,8347
537135,84754,12,1.25,United Kingdom,8348
537135,84032B,3,2.95,United Kingdom,8349
537135,21479,3,3.75,United Kingdom,8350
537135,21481,2,2.95,United Kingdom,8351
537135,22110,2,2.55,United Kingdom,8352
537135,22114,1,3.95,United Kingdom,8353
537135,22112,1,4.95,United Kingdom,8354
537135,22835,1,4.65,United Kingdom,8355
537135,22111,1,4.95,United Kingdom,8356
537135,84029E,1,3.75,United Kingdom,8357
537135,21484,2,3.45,United Kingdom,8358
537135,84029G,2,3.75,United Kingdom,8359
537135,21485,2,4.95,United Kingdom,8360
537135,20878,8,1.25,United Kingdom,8361
537135,22597,2,0.85,United Kingdom,8362
537135,22599,3,0.85,United Kingdom,8363
537135,22598,4,0.85,United Kingdom,8364
537135,22581,2,0.85,United Kingdom,8365
537135,22571,7,0.85,United Kingdom,8366
537135,22732,6,1.25,United Kingdom,8367
537135,22731,3,1.25,United Kingdom,8368
537135,22733,2,1.25,United Kingdom,8369
537135,22603,2,0.85,United Kingdom,8370
537135,22577,4,0.85,United Kingdom,8371
537135,84849B,5,1.69,United Kingdom,8372
537135,21326,24,0.65,United Kingdom,8373
537135,84946,6,1.25,United Kingdom,8374
537135,22834,2,2.1,United Kingdom,8375
537135,22633,3,2.1,United Kingdom,8376
537135,22632,3,2.1,United Kingdom,8377
537135,22866,3,2.1,United Kingdom,8378
537135,22865,5,2.1,United Kingdom,8379
537135,22867,3,2.1,United Kingdom,8380
537135,21743,2,2.95,United Kingdom,8381
537135,22154,48,0.42,United Kingdom,8382
537135,21801,6,0.42,United Kingdom,8383
537135,21807,4,0.42,United Kingdom,8384
537135,21803,1,0.42,United Kingdom,8385
537135,21802,16,0.42,United Kingdom,8386
537135,22809,3,2.95,United Kingdom,8387
537135,22810,6,2.95,United Kingdom,8388
537135,51014C,12,0.85,United Kingdom,8389
537135,21871,1,1.25,United Kingdom,8390
537135,47591D,2,1.95,United Kingdom,8391
537135,21156,2,1.95,United Kingdom,8392
537135,22367,2,1.95,United Kingdom,8393
537135,21625,2,6.95,United Kingdom,8394
537135,82582,4,2.1,United Kingdom,8395
537135,21165,1,1.69,United Kingdom,8396
537135,21164,2,2.95,United Kingdom,8397
537135,21175,1,2.1,United Kingdom,8398
537135,21174,1,1.95,United Kingdom,8399
537135,21166,1,1.95,United Kingdom,8400
537135,22457,2,2.95,United Kingdom,8401
537135,21584,12,1.65,United Kingdom,8402
537135,22952,24,0.55,United Kingdom,8403
537135,22077,6,1.65,United Kingdom,8404
537135,84534B,4,0.85,United Kingdom,8405
537135,21587,12,2.55,United Kingdom,8406
537135,85064,2,5.45,United Kingdom,8407
537135,85066,2,12.75,United Kingdom,8408
537135,22384,2,1.65,United Kingdom,8409
537135,20725,2,1.65,United Kingdom,8410
537135,22383,3,1.65,United Kingdom,8411
537135,22382,1,1.65,United Kingdom,8412
537135,20728,2,1.65,United Kingdom,8413
537135,22662,2,1.65,United Kingdom,8414
537135,20726,2,1.65,United Kingdom,8415
537135,22663,2,1.95,United Kingdom,8416
537135,21929,1,1.95,United Kingdom,8417
537135,85099B,3,1.95,United Kingdom,8418
537135,22386,4,1.95,United Kingdom,8419
537135,21930,3,1.95,United Kingdom,8420
537135,20713,2,1.95,United Kingdom,8421
537135,20712,3,1.95,United Kingdom,8422
537135,20973,6,0.65,United Kingdom,8423
537135,20975,4,0.65,United Kingdom,8424
537135,20974,6,0.65,United Kingdom,8425
537135,22366,1,7.95,United Kingdom,8426
537135,21259,2,5.95,United Kingdom,8427
537135,21621,2,8.5,United Kingdom,8428
537135,22585,11,1.25,United Kingdom,8429
537135,22086,4,2.95,United Kingdom,8430
537135,21931,5,1.95,United Kingdom,8431
537135,21830,1,0.42,United Kingdom,8432
537135,85231B,6,0.85,United Kingdom,8433
537135,85231G,2,0.85,United Kingdom,8434
537135,85018D,6,2.55,United Kingdom,8435
537135,22585,2,1.25,United Kingdom,8436
537135,22529,1,0.42,United Kingdom,8437
537135,22530,3,0.42,United Kingdom,8438
537135,22534,2,0.42,United Kingdom,8439
537135,22536,3,0.42,United Kingdom,8440
537135,22537,1,0.42,United Kingdom,8441
537135,22531,1,0.42,United Kingdom,8442
537135,22534,1,0.42,United Kingdom,8443
537135,22532,1,0.42,United Kingdom,8444
537135,21034,2,0.95,United Kingdom,8445
537135,22141,3,2.1,United Kingdom,8446
537135,84997D,2,3.75,United Kingdom,8447
537135,84997B,1,3.75,United Kingdom,8448
537136,20894,1,2.95,United Kingdom,8449
537136,85018D,1,2.55,United Kingdom,8450
537136,21413,1,1.25,United Kingdom,8451
537136,79149B,1,0.42,United Kingdom,8452
537136,21682,4,4.95,United Kingdom,8453
537136,78034B,1,1.95,United Kingdom,8454
537136,22894,1,8.5,United Kingdom,8455
537136,79151B,1,0.42,United Kingdom,8456
537136,21830,24,0.42,United Kingdom,8457
537136,22694,1,2.1,United Kingdom,8458
537136,21664,4,3.75,United Kingdom,8459
537136,71406C,1,0.42,United Kingdom,8460
537136,21090,2,0.85,United Kingdom,8461
537136,85049A,2,1.25,United Kingdom,8462
537136,21209,1,1.65,United Kingdom,8463
537136,22354,4,3.75,United Kingdom,8464
537136,22222,1,4.95,United Kingdom,8465
537136,17107D,2,2.55,United Kingdom,8466
537136,21635,1,3.75,United Kingdom,8467
537136,84952C,1,3.75,United Kingdom,8468
537136,84952B,2,3.75,United Kingdom,8469
537136,21231,2,1.25,United Kingdom,8470
537136,21428,1,4.25,United Kingdom,8471
537136,21034,2,0.95,United Kingdom,8472
537136,84988,1,1.45,United Kingdom,8473
537136,85049A,2,1.25,United Kingdom,8474
537136,15036,12,0.75,United Kingdom,8475
537136,35471D,2,1.25,United Kingdom,8476
537136,21467,1,3.75,United Kingdom,8477
537136,21090,2,0.85,United Kingdom,8478
537136,71477,3,3.25,United Kingdom,8479
537136,21982,12,0.29,United Kingdom,8480
537136,21983,12,0.29,United Kingdom,8481
537136,22694,1,2.1,United Kingdom,8482
537136,21985,12,0.29,United Kingdom,8483
537136,21980,12,0.29,United Kingdom,8484
537136,21351,18,5.95,United Kingdom,8485
537137,84832,16,0.85,United Kingdom,8486
537137,22469,8,1.65,United Kingdom,8487
537137,84945,36,0.85,United Kingdom,8488
537137,22630,3,1.95,United Kingdom,8489
537137,22470,3,2.95,United Kingdom,8490
537137,21231,3,1.25,United Kingdom,8491
537137,21157,11,2.1,United Kingdom,8492
537137,47591D,6,1.95,United Kingdom,8493
537137,35653,5,2.95,United Kingdom,8494
537137,84836,5,1.25,United Kingdom,8495
537137,84946,18,1.25,United Kingdom,8496
537137,21155,2,2.1,United Kingdom,8497
537137,47559B,4,1.25,United Kingdom,8498
537137,22348,10,0.85,United Kingdom,8499
537137,22792,1,0.85,United Kingdom,8500
537137,22791,1,1.25,United Kingdom,8501
537137,22560,2,1.25,United Kingdom,8502
537137,21154,8,1.25,United Kingdom,8503
537137,84971S,9,0.85,United Kingdom,8504
537137,82578,4,0.55,United Kingdom,8505
537137,82600,2,2.1,United Kingdom,8506
537137,82580,4,0.55,United Kingdom,8507
537137,71477,4,3.25,United Kingdom,8508
537137,21232,2,1.25,United Kingdom,8509
537137,84970S,12,0.85,United Kingdom,8510
537137,21421,3,1.25,United Kingdom,8511
537137,21422,3,0.85,United Kingdom,8512
537137,22457,2,2.95,United Kingdom,8513
537137,85130A,1,1.65,United Kingdom,8514
537137,85130D,5,1.65,United Kingdom,8515
537137,22728,1,3.75,United Kingdom,8516
537137,84879,13,1.69,United Kingdom,8517
537137,21494,4,1.25,United Kingdom,8518
537137,21257,2,7.95,United Kingdom,8519
537137,21260,4,3.25,United Kingdom,8520
537137,15039,3,0.85,United Kingdom,8521
537137,22494,6,1.25,United Kingdom,8522
537137,84970L,3,0.95,United Kingdom,8523
537137,84978,6,1.25,United Kingdom,8524
537137,84569D,6,1.25,United Kingdom,8525
537137,22175,1,2.95,United Kingdom,8526
537137,22300,1,2.55,United Kingdom,8527
537137,22301,1,2.55,United Kingdom,8528
537137,84050,4,1.65,United Kingdom,8529
537137,22464,3,1.65,United Kingdom,8530
537137,M,36,0.85,United Kingdom,8531
537137,22151,24,0.42,United Kingdom,8532
537137,72351A,2,2.1,United Kingdom,8533
537137,22667,3,2.95,United Kingdom,8534
537137,22646,4,1.45,United Kingdom,8535
537137,20971,4,1.25,United Kingdom,8536
537137,85185B,1,2.95,United Kingdom,8537
537137,22666,4,2.95,United Kingdom,8538
537137,84921,1,3.75,United Kingdom,8539
537137,20972,5,1.25,United Kingdom,8540
537137,20725,4,1.65,United Kingdom,8541
537137,20719,2,0.85,United Kingdom,8542
537137,20724,4,0.85,United Kingdom,8543
537137,22355,10,0.85,United Kingdom,8544
537137,22383,4,1.65,United Kingdom,8545
537137,22381,3,2.1,United Kingdom,8546
